GEO,Description,Tag,RCategory,WeekEnding,Dollars,Units,BaseDollars,BaseUnits,PACV_FeatAndDisp,PACV_FeatWODisp,PACV_DispWOFeat,PACV_Discount,Dollars_FeatAndDisp,Dollars_Feature,Dollars_Display,Dollars_TPR,Units_FeatAndDisp,Units_Feature,Units_Display,Units_TPR,Units_EQ,BaseUnits_Feature,BaseDollars_Feature,BaseUnits_Display,BaseDollars_Display,BaseUnits_FeatAndDisp,BaseDollars_FeatAndDisp,BaseUnits_TPR,BaseDollars_TPR,EQUnitConversion,BaseUnits_EQ,Units_EQ_Feature,Units_EQ_Display,Units_EQ_FeatAndDisp,Units_EQ_TPR,BaseUnits_EQ_Feature,BaseUnits_EQ_Display,BaseUnits_EQ_FeatAndDisp,BaseUnits_EQ_TPR,Units_AnyPromo,Dollars_AnyPromo,BaseDollars_AnyPromo,BaseUnits_AnyPromo,Units_EQ_AnyPromo,BaseUnits_EQ_AnyPromo,Units_NoPromo,Dollars_NoPromo,BaseDollars_NoPromo,BaseUnits_NoPromo,Units_EQ_NoPromo,BaseUnits_EQ_NoPromo,Units_FeatAndOrDisp,Dollars_FeatAndOrDisp,BaseDollars_FeatAndOrDisp,BaseUnits_FeatAndOrDisp,Units_EQ_FeatAndOrDisp,BaseUnits_EQ_FeatAndOrDisp,ACV
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLEAR,NS.248271,DAILY HAIR CARE,1/7/2017,43214,8025,39023,6915,0,0,0,12,0,0,14,10863,0,0,8,2364,8539,0,0,13,29,0,0,819,4245,1.064049844,7357.904673,0,8.512398754,0,2515.413832,0,13.83264798,0,871.4568224,2372,10877,4274,832,2523.926231,885.2894704,5653,32337,34749,6083,6015.073769,6472.615202,8,14,29,13,8.512398754,13.83264798,39
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLEAR,NS.248271,DAILY HAIR CARE,1/14/2017,39689,7499,36207,6356,0,0,0,13,0,0,0,10957,0,0,0,2582,7975,0,0,6,17,0,0,843,4450,1.06347513,6759.447926,0,0,0,2745.892786,0,6.38085078,0,896.5095346,2582,10957,4467,849,2745.892786,902.8903854,4917,28732,31740,5507,5229.107214,5856.557541,0,0,17,6,0,6.38085078,39
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLEAR,NS.248271,DAILY HAIR CARE,1/21/2017,34266,6523,33362,5871,0,0,0,7,0,0,98,4874,0,0,20,1151,6895,0,0,20,101,0,0,350,1861,1.057028974,6205.817109,0,21.14057949,0,1216.64035,0,21.14057949,0,369.960141,1171,4972,1962,370,1237.780929,391.1007205,5352,29294,31400,5501,5657.219071,5814.716388,20,98,101,20,21.14057949,21.14057949,38
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLEAR,NS.248271,DAILY HAIR CARE,1/28/2017,30415,5716,29267,5109,0,0,0,8,0,0,60,3603,0,0,38,974,6236,0,0,6,21,0,0,400,1987,1.090972708,5573.779566,0,41.45696291,0,1062.607418,0,6.545836249,0,436.3890833,1012,3663,2008,406,1104.064381,442.9349195,4704,26752,27259,4703,5131.935619,5130.844647,38,60,21,6,41.45696291,6.545836249,38
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLRL HRBL ES,NS.247756,DAILY HAIR CARE,1/7/2017,840665,222388,680494,153230,1,19,13,47,399,83810,46538,140298,119,19465,20056,55219,239683,13247,67260,2319,9638,38,148,10708,37617,1.077769484,165146.618,20978.78301,21615.74477,128.2545686,59513.35314,14277.21235,2499.347433,40.95524039,11540.75563,94859,271045,114663,26312,102236.1355,28358.27066,127529,569620,565831,126918,137446.8645,136788.3474,39640,130747,77046,15604,42722.78234,16817.51503,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLRL HRBL ES,NS.247756,DAILY HAIR CARE,1/14/2017,834515,224898,674655,152555,2,12,9,63,1157,58541,17873,187366,503,19453,5092,74034,235335,8253,30211,1538,7982,379,867,14543,55134,1.046407705,159634.7274,20355.76908,5328.308033,526.3430755,77469.74802,8636.002788,1609.37505,396.5885201,15217.90725,99082,264937,94194,24713,103680.1682,25859.87361,125816,569578,580461,127842,131654.8318,133774.8538,25048,77571,39060,10170,26210.42019,10641.96636,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLRL HRBL ES,NS.247756,DAILY HAIR CARE,1/21/2017,758108,183261,698314,156559,1,11,12,65,54,20697,14861,116574,23,8244,3593,38988,205737,5447,15711,2453,10226,2,4,12181,48893,1.122644753,175760.1398,9255.08334,4033.662596,25.82082931,43769.67361,6115.045967,2753.847578,2.245289505,13674.93573,50848,152186,74834,20083,57084.24038,22546.07457,132413,605922,623480,136476,148652.7596,153214.0653,11860,35612,25941,7902,13314.56677,8871.138835,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE CLRL HRBL ES,NS.247756,DAILY HAIR CARE,1/28/2017,722077,162714,674877,144555,1,19,12,65,754,14392,17719,70464,128,2439,4228,24168,186779,3164,18681,2915,12965,171,1008,5469,20737,1.147897538,165934.3286,2799.722095,4853.310791,146.9308849,27742.3877,3631.94781,3346.121323,196.290479,6277.851635,30963,103329,53391,11719,35542.35147,13452.21125,131751,618748,621486,132836,151236.6485,152482.1174,6795,32865,32654,6250,7799.963771,7174.359613,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE DOVE,NS.252738,DAILY HAIR CARE,1/7/2017,771360,183502,547789,109929,2,19,15,64,2789,130681,34921,181648,674,39630,8656,48161,193399,10939,53956,3531,19314,169,977,11704,65358,1.053934017,115857.9126,41767.4051,9122.852852,710.3515275,50758.5162,11528.98421,3721.441014,178.1148489,12335.24374,97121,350039,139605,26343,102359.1257,27763.78381,86381,421321,408184,83586,91039.87433,88094.12875,48960,168391,74247,14639,51600.60948,15428.54008,93
PACIFIC DIVISION - AOCxp,DLY HAIR CARE DOVE,NS.252738,DAILY HAIR CARE,1/14/2017,682162,150942,555700,112079,0,3,17,69,0,9788,37133,172135,0,1433,7821,45631,160845,543,3615,4577,24457,0,0,10510,55025,1.065607982,119432.277,1527.016238,8334.120026,0,48624.75782,578.6251342,4877.287733,0,11199.53989,54885,219056,83097,15630,58485.89409,16655.45276,96057,463106,472603,96449,102359.1059,102776.8242,9254,46921,28072,5120,9861.136264,5455.912867,93
PACIFIC DIVISION - AOCxp,DLY HAIR CARE DOVE,NS.252738,DAILY HAIR CARE,1/21/2017,675383,146805,568249,115555,1,11,17,67,781,60258,29545,130074,152,13977,5638,32256,155405,4427,24457,4681,25331,88,491,10993,54535,1.058581111,122324.3403,14795.78819,5968.280304,160.9043289,34145.59232,4686.338578,4955.218181,93.15513777,11636.98215,52023,220658,104814,20189,55070.56514,21371.69405,94782,454725,463435,95366,100334.4349,100952.6462,19767,90584,50279,9196,20924.97282,9734.711897,93
PACIFIC DIVISION - AOCxp,DLY HAIR CARE DOVE,NS.252738,DAILY HAIR CARE,1/28/2017,662897,142510,568146,116218,0,7,18,66,176,9733,32143,135050,32,1882,5998,33587,149754,2070,11279,4573,24710,10,58,10122,50120,1.050831521,122125.5377,1977.664922,6302.887461,33.62660866,35294.27828,2175.221248,4805.452544,10.50831521,10636.51665,41499,177102,86167,16775,43608.45727,17627.69876,101011,485795,481979,99443,106145.5427,104497.8389,7912,42052,36047,6653,8314.178991,6991.182107,93
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS,NS.248312,DAILY HAIR CARE,1/7/2017,977400,246446,830394,198930,0,5,19,53,112,12835,58819,237785,33,3390,13531,68829,258646,2161,8165,9796,44777,14,44,25464,104055,1.049503745,208777.78,3557.817696,14200.83518,34.63362359,72236.29328,2267.977593,10280.93869,14.69305243,26724.56337,85783,309551,157041,37435,90029.57978,39288.1727,160663,667849,673353,161495,168616.4202,169489.6073,16954,71766,52986,11971,17793.2865,12563.60933,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS,NS.248312,DAILY HAIR CARE,1/14/2017,1076627,289113,817108,197666,5,15,14,67,13607,123743,53494,300227,3382,33152,12369,94860,293974,19719,86038,8961,41546,1253,6029,23582,96122,1.016813495,200989.4563,33709.40099,12576.96612,3438.86324,96454.92814,20050.54531,9111.665729,1274.067309,23978.49584,143763,491071,229735,53515,146180.1585,54414.77419,145350,585556,587373,144151,147793.8415,146574.6821,48903,190844,133613,29933,49725.23035,30436.27835,95
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS,NS.248312,DAILY HAIR CARE,1/21/2017,1001800,258088,853998,206841,3,13,17,64,6870,143396,74191,161606,1583,31221,17044,52625,259534,19376,92654,11865,55049,700,3606,18592,75850,1.00560274,207999.8764,31395.92315,17139.4931,1591.869138,52919.8442,19484.55869,11931.47651,703.9219181,18696.16614,102473,386063,227159,50533,103047.1296,50816.12327,155615,615737,626839,156308,156486.8704,157183.7531,49848,224457,151309,31941,50127.28539,32119.95712,96
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS,NS.248312,DAILY HAIR CARE,1/28/2017,963530,246359,827120,197408,0,15,18,73,123,118447,71905,136800,31,31768,15450,42623,241156,14638,68550,12661,59518,14,68,11578,49746,0.978880414,193238.8248,31097.073,15123.7024,30.34529284,41722.8199,14328.85151,12393.60493,13.7043258,11333.47744,89872,327275,177882,38891,87973.9406,38069.63819,156487,636255,649238,158517,153182.0594,155169.1866,47249,190475,128136,27313,46251.1207,26736.16076,96
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS POWER,NS.363516,DAILY HAIR CARE,1/7/2017,19439,4055,18578,3771,0,0,0,2,0,0,0,979,0,0,0,227,1601,0,0,0,0,0,0,16,95,0.394821208,1488.870777,0,0,0,89.6244143,0,0,0,6.317139334,227,979,95,16,89.6244143,6.317139334,3828,18460,18483,3755,1511.375586,1482.553637,0,0,0,0,0,0,61
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS POWER,NS.363516,DAILY HAIR CARE,1/14/2017,19501,4278,17744,3712,0,1,0,5,0,1455,194,1699,0,276,55,500,1715,359,2162,20,69,3,5,53,293,0.400888266,1488.097242,110.6451613,22.0488546,0,200.4441328,143.9188873,8.017765311,1.202664797,21.24707807,831,3348,2529,435,333.1381487,174.3863955,3447,16153,15215,3277,1381.861851,1313.710846,331,1649,2236,382,132.6940159,153.1393174,61
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS POWER,NS.363516,DAILY HAIR CARE,1/21/2017,18204,4186,18591,3786,0,1,0,7,0,1410,0,1984,0,280,0,579,1687,297,1983,0,0,0,0,144,717,0.403010033,1525.795987,112.8428094,0,0,233.3428094,119.6939799,0,0,58.03344482,859,3394,2700,441,346.1856187,177.7274247,3327,14810,15891,3345,1340.814381,1348.068562,280,1410,1983,297,112.8428094,119.6939799,55
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GARNIER FRUCTIS POWER,NS.363516,DAILY HAIR CARE,1/28/2017,16224,3681,15969,3320,0,0,0,4,0,0,0,1601,0,0,0,445,1481,38,299,0,0,0,0,63,341,0.402336322,1335.756588,0,0,0,179.0396631,15.28878022,0,0,25.34718826,445,1601,640,101,179.0396631,40.63596849,3236,14623,15329,3219,1301.960337,1295.120619,0,0,299,38,0,15.28878022,55
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GOT2B,NS.247861,DAILY HAIR CARE,1/7/2017,152607,29351,139452,26432,0,0,0,18,0,0,169,15213,0,0,47,3255,22184,0,0,42,182,0,0,1028,6678,0.755817519,19977.76866,0,35.52342339,0,2460.186024,0,31.7443358,0,776.9804095,3302,15382,6860,1070,2495.709448,808.7247453,26049,137225,132592,25362,19688.29055,19169.04392,47,169,182,42,35.52342339,31.7443358,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GOT2B,NS.247861,DAILY HAIR CARE,1/14/2017,153411,29302,143602,27372,0,0,0,23,0,461,17,13500,0,119,10,3004,22006,62,280,19,32,0,0,837,5169,0.751006757,20556.55696,89.36980411,7.510067572,0,2256.024299,46.56241895,14.26912839,0,628.5926558,3133,13978,5481,918,2352.90417,689.4242031,26169,139433,138121,26454,19653.09583,19867.13276,129,478,312,81,96.87987168,60.83154733,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GOT2B,NS.247861,DAILY HAIR CARE,1/21/2017,163187,34790,134761,25394,0,4,0,34,140,14095,171,35180,35,3220,42,9318,25872,1255,8755,32,87,8,38,2378,14650,0.743661972,18884.55211,2394.591549,31.23380282,26.02816901,6929.442254,933.2957746,23.7971831,5.949295775,1768.428169,12615,49586,23530,3673,9381.295775,2731.470423,22175,113601,111231,21721,16490.70423,16153.08169,3297,14406,8880,1295,2451.853521,963.0422535,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE GOT2B,NS.247861,DAILY HAIR CARE,1/28/2017,149818,28471,139534,26017,0,0,0,28,0,440,190,15528,0,111,43,3608,21299,45,205,17,60,0,0,1145,6354,0.748094552,19463.17597,83.03849531,32.16806575,0,2699.125145,33.66425486,12.71760739,0,856.5682624,3762,16158,6619,1207,2814.331706,902.9501247,24709,133660,132915,24810,18484.66829,18560.22584,154,630,265,62,115.2065611,46.38186225,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE HEAD & SHLDRS,NS.246970,DAILY HAIR CARE,1/7/2017,1703681,286933,1299727,201156,7,48,8,41,47930,653775,28681,99526,9990,120716,4192,21283,331704,58001,357313,2831,20008,1127,7476,9815,48411,1.156032941,232542.9624,139551.6726,4846.090091,11548.76909,24603.84909,67051.06664,3272.729257,1302.849125,11346.46332,156181,829912,433208,71774,180550.3808,82973.10834,130752,873769,866519,129382,151153.6192,149569.854,134898,730386,384797,61959,155946.5317,71626.64502,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE HEAD & SHLDRS,NS.246970,DAILY HAIR CARE,1/14/2017,1510005,245861,1297542,198826,2,21,17,66,2807,179731,74199,206174,550,29700,10518,45943,291652,15618,113939,6617,47925,274,1682,17767,94962,1.186247514,235856.8482,35231.55116,12476.95135,652.4361326,54499.76953,18526.81367,7849.399799,325.0318188,21076.05958,86711,462911,258508,40276,102860.7082,47777.30487,159150,1047094,1039034,158550,188791.2918,188079.5433,40768,256737,163546,22509,48360.93864,26701.24529,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE HEAD & SHLDRS,NS.246970,DAILY HAIR CARE,1/21/2017,1388760,221058,1229448,187584,5,20,15,70,21096,169091,54621,181673,3142,25611,7842,37048,264001,16304,123378,5043,35566,1045,7429,17229,95941,1.194261235,224024.2994,30586.22448,9365.396602,3752.368799,44244.99022,19471.23517,6022.659406,1248.00299,20575.92681,73643,426481,262314,39621,87948.9801,47317.82438,147415,962279,967134,147963,176052.0199,176706.4751,36595,244808,166373,22392,43703.98988,26741.89757,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE HEAD & SHLDRS,NS.246970,DAILY HAIR CARE,1/28/2017,1360626,211785,1212014,183840,3,24,16,68,27719,233597,52657,145145,3358,33289,7718,26868,260193,26063,193566,5170,35827,1413,12509,9363,60165,1.228571429,225860.5714,40897.91429,9482.114286,4125.542857,33009.25714,32020.25714,6351.714286,1735.971429,11503.11429,71233,459118,302067,42009,87514.82857,51611.05714,140552,901508,909947,141831,172678.1714,174249.5143,44365,313973,241902,32646,54505.57143,40107.94286,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE JOHN FRIEDA,NS.244793,DAILY HAIR CARE,1/7/2017,291108,48695,254800,41559,0,4,3,30,36,30011,1890,26942,18,5175,380,5898,29527,3444,19103,204,1045,7,15,1124,7092,0.606366157,25199.97111,3137.944861,230.4191395,10.91459082,3576.347592,2088.325044,123.698696,4.244563097,681.5555601,11471,58879,27255,4779,6955.626183,2897.823863,37224,232229,227545,36780,22571.37382,22302.14724,5573,31937,20163,3655,3379.278591,2216.268303,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE JOHN FRIEDA,NS.244793,DAILY HAIR CARE,1/14/2017,286919,48641,256984,41578,0,0,2,48,0,0,680,40798,0,0,199,9018,29479,0,0,82,378,0,0,2339,12731,0.606052507,25198.45114,0,120.6044489,0,5465.381509,0,49.69630559,0,1417.556814,9217,41478,13109,2421,5585.985958,1467.25312,39424,245441,243875,39157,23893.01404,23731.19802,199,680,378,82,120.6044489,49.69630559,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE JOHN FRIEDA,NS.244793,DAILY HAIR CARE,1/21/2017,290926,49592,249358,40740,0,3,1,47,699,17552,1589,65129,81,2494,183,11908,30259,1956,15686,85,590,32,271,3787,24818,0.610158897,24857.87345,1521.736288,111.6590781,49.42287062,7265.772141,1193.470802,51.86350621,19.52508469,2310.671741,14666,84969,41365,5860,8948.590377,3575.531134,34926,205957,207993,34880,21310.40962,21282.34231,2758,19840,16547,2073,1682.818237,1264.859393,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE JOHN FRIEDA,NS.244793,DAILY HAIR CARE,1/28/2017,289669,49239,245049,40115,0,0,4,50,0,0,5190,69409,0,0,861,12661,29810,0,0,436,3097,0,0,3681,23703,0.605414407,24286.19895,0,521.2618047,0,7665.151811,0,263.9606816,0,2228.530433,13522,74599,26800,4117,8186.413615,2492.491115,35717,215070,218249,35998,21623.58638,21793.70783,861,5190,3097,436,521.2618047,263.9606816,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL ADVANCED HAIRCARE,NS.600264,DAILY HAIR CARE,1/7/2017,695197,154387,491524,97285,1,15,15,61,7758,77591,28663,244097,1924,17533,5818,58715,169589,7256,39765,3128,17087,353,1724,14850,81997,1.09846684,106864.3465,19259.4191,6390.880074,2113.4502,64496.4805,7970.47539,3436.004275,387.7587945,16312.23257,83990,358109,140573,25587,92260.22988,28106.47103,70397,337088,350951,71698,77328.77012,78757.87548,25275,114012,58576,10737,27763.74938,11794.23846,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL ADVANCED HAIRCARE,NS.600264,DAILY HAIR CARE,1/14/2017,683917,146847,481572,95178,1,8,13,64,2908,114399,21994,212003,588,21668,4421,51751,157140,7033,40087,2931,15791,189,1077,16284,86670,1.070093362,101849.3461,23186.78298,4730.882756,629.2148971,55378.4016,7525.966618,3136.443645,202.2476455,17425.40031,78428,351304,143625,26437,83925.28223,28290.05822,68419,332613,337947,68741,73214.71777,73559.28783,26677,139301,56955,10153,28546.88063,10864.65791,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL ADVANCED HAIRCARE,NS.600264,DAILY HAIR CARE,1/21/2017,555922,122995,455752,92208,2,11,11,64,4174,53076,16432,172750,974,12308,3233,41642,131149,7756,39295,2407,13240,676,3263,15791,85055,1.066295378,98320.9642,13123.96351,3447.332957,1038.571698,44402.67212,8270.186951,2566.572975,720.8156754,16837.87031,58157,246432,140853,26630,62012.54029,28395.44591,64838,309490,314899,65578,69136.45971,69925.51829,16515,73682,55798,10839,17609.86817,11557.5756,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL ADVANCED HAIRCARE,NS.600264,DAILY HAIR CARE,1/28/2017,624068,141134,468063,95720,2,24,9,63,2543,140228,16081,197609,590,31545,3193,46807,150562,18540,96453,1979,10955,284,1374,15730,86574,1.066801763,102114.2647,33652.26161,3406.298029,629.4130401,49933.79011,19778.50468,2111.200689,302.9717007,16780.79173,82135,356461,195356,36533,87621.76279,38973.4688,58999,267607,272707,59187,62940.23721,63140.79594,35328,158852,108782,20803,37687.97268,22192.67707,86
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL EVER,NS.360873,DAILY HAIR CARE,1/7/2017,291137,43569,252475,36161,0,1,6,38,0,1062,22773,58313,0,151,3278,9897,26695,189,1332,3085,21789,0,0,2272,16955,0.612706282,22156.07186,92.51864858,2008.451192,0,6063.954073,115.8014873,1890.19888,0,1392.068673,13326,82148,40076,5546,8164.923914,3398.06904,30243,208989,212399,30615,18530.07609,18758.00282,3429,23835,23121,3274,2100.969841,2006.000367,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL EVER,NS.360873,DAILY HAIR CARE,1/14/2017,287798,43948,224707,31579,0,5,5,54,0,25102,18986,76374,0,3302,2673,14077,26762,3338,25857,2001,14359,0,0,3317,23233,0.608946937,19229.93533,2010.742787,1627.715163,0,8572.146036,2032.664877,1218.502822,0,2019.876991,20052,120462,63449,8656,12210.60399,5271.044689,23896,167336,161258,22923,14551.39601,13958.89064,5975,44088,40216,5339,3638.45795,3251.167698,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL EVER,NS.360873,DAILY HAIR CARE,1/21/2017,264175,40234,224812,31549,0,3,7,48,308,13721,22386,56662,39,1826,3211,11276,24285,960,7608,2595,18301,26,204,2669,18103,0.603593975,19042.78632,1102.162599,1938.140255,23.54016503,6806.125665,579.4502162,1566.326366,15.69344336,1610.99232,16352,93077,44216,6250,9869.968683,3772.462345,23882,171098,180596,25299,14415.03132,15270.32398,5076,36415,26113,3581,3063.843018,2161.470025,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE L'OREAL EVER,NS.360873,DAILY HAIR CARE,1/28/2017,282601,41908,241593,33721,5,16,3,35,23902,119991,5415,32119,3374,16558,764,6670,25066,13715,100756,511,3506,2594,18428,1033,6811,0.598119691,20169.19409,9903.665839,456.9634437,2018.055837,3989.458337,8203.211559,305.639162,1551.522478,617.8576405,27366,181427,129501,17853,16368.14346,10678.23084,14542,101174,112092,15868,8697.856543,9490.963253,20696,149308,122690,16820,12378.68512,10060.3732,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE MATRIX BR S,NS.250443,DAILY HAIR CARE,1/7/2017,229190,11109,217155,10325,0,0,1,7,0,0,393,10877,0,0,31,784,13316,0,0,60,1245,0,0,108,1816,1.198667747,12376.24449,0,37.15870015,0,939.7555135,0,71.92006481,0,129.4561167,815,11270,3061,168,976.9142137,201.3761815,10294,217920,214094,10157,12339.08579,12174.8683,31,393,1245,60,37.15870015,71.92006481,62
PACIFIC DIVISION - AOCxp,DLY HAIR CARE MATRIX BR S,NS.250443,DAILY HAIR CARE,1/14/2017,226224,11066,219096,10374,0,0,1,14,0,0,790,11490,0,0,77,777,13293,0,0,28,544,0,0,164,2777,1.201247063,12461.73703,0,92.49602386,0,933.368968,0,33.63491777,0,197.0045183,854,12280,3321,192,1025.864992,230.6394361,10212,213944,215775,10182,12267.13501,12231.0976,77,790,544,28,92.49602386,33.63491777,62
PACIFIC DIVISION - AOCxp,DLY HAIR CARE MATRIX BR S,NS.250443,DAILY HAIR CARE,1/21/2017,229250,11348,218742,10494,0,0,1,17,0,0,3809,12020,0,0,147,910,13660,0,0,89,2225,0,0,232,4201,1.203736341,12632.00916,0,176.9492422,0,1095.40007,0,107.1325344,0,279.2668312,1057,15829,6426,321,1272.349313,386.3993655,10291,213421,212316,10173,12387.65069,12245.6098,147,3809,2225,89,176.9492422,107.1325344,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE MATRIX BR S,NS.250443,DAILY HAIR CARE,1/28/2017,227851,11281,213717,10242,0,0,1,14,0,0,3729,12226,0,0,150,897,13525,0,0,86,2124,0,0,170,3062,1.198918536,12279.32364,0,179.8377803,0,1075.429926,0,103.1069941,0,203.8161511,1047,15955,5186,256,1255.267707,306.9231451,10234,211896,208531,9986,12269.73229,11972.4005,150,3729,2124,86,179.8377803,103.1069941,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS,NS.414338,DAILY HAIR CARE,1/7/2017,350425,28487,307059,23399,3,10,4,19,19423,81606,2778,21811,1461,8377,325,2398,27313,6214,62437,176,1224,872,10837,532,7959,0.958788219,22434.68554,8031.768912,311.6061712,1400.789588,2299.17415,5957.909994,168.7467266,836.0633271,510.0753326,12561,125618,82457,7794,12043.33882,7472.79538,15926,224807,224602,15605,15269.66118,14961.89016,10163,103807,74498,7262,9744.164672,6962.720048,79
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS,NS.414338,DAILY HAIR CARE,1/14/2017,336749,29293,301679,24028,0,1,6,39,0,623,20096,52236,0,70,1982,5255,26637,78,715,1074,13041,0,0,1781,25066,0.909329874,21849.37821,63.65309118,1802.29181,0,4778.528488,70.92773017,976.6202847,0,1619.516506,7307,72955,38822,2933,6644.47339,2667.064521,21986,263794,262857,21095,19992.52661,19182.31369,2052,20719,13756,1152,1865.944902,1047.548015,79
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS,NS.414338,DAILY HAIR CARE,1/21/2017,332846,28873,297435,24405,0,4,5,34,0,27468,17873,47938,0,2872,1728,4579,26309,2078,22728,1125,12942,5,14,1994,28014,0.911197312,22237.77041,2616.958681,1574.548956,0,4172.372493,1893.468015,1025.096976,4.555986562,1816.927441,9179,93279,63698,5202,8363.88013,4740.048419,19694,239567,233737,19203,17945.11987,17497.72199,4600,45341,35684,3208,4191.507637,2923.120978,79
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS,NS.414338,DAILY HAIR CARE,1/28/2017,350331,29390,295151,24395,3,10,3,29,21973,83781,2433,29975,1414,8824,469,2619,26826,6852,60876,254,1168,734,9891,737,10757,0.912759442,22266.76659,8054.189316,428.0841783,1290.641851,2390.516979,6254.227696,231.8408983,669.9654304,672.7037087,13326,138162,82692,8577,12163.43232,7828.737734,16064,212169,212459,15818,14662.56768,14438.02885,10707,108187,71935,7840,9772.915345,7156.034025,79
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS YOUTH RENEWAL,NS.600251,DAILY HAIR CARE,1/7/2017,1140,122,1231,127,0,0,0,0,0,0,0,122,0,0,0,32,106,0,0,0,0,0,0,3,23,0.868852459,110.3442623,0,0,0,27.80327869,0,0,0,2.606557377,32,122,23,3,27.80327869,2.606557377,90,1018,1208,124,78.19672131,107.7377049,0,0,0,0,0,0,5
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS YOUTH RENEWAL,NS.600251,DAILY HAIR CARE,1/14/2017,1478,175,1393,135,0,0,0,1,0,0,0,288,0,0,0,55,154,0,0,0,0,0,0,6,45,0.88,118.8,0,0,0,48.4,0,0,0,5.28,55,288,45,6,48.4,5.28,120,1190,1348,129,105.6,113.52,0,0,0,0,0,0,5
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS YOUTH RENEWAL,NS.600251,DAILY HAIR CARE,1/21/2017,2015,204,1291,139,0,0,0,1,0,0,0,794,0,0,0,71,174,0,0,0,0,0,0,7,92,0.852941176,118.5588235,0,0,0,60.55882353,0,0,0,5.970588235,71,794,92,7,60.55882353,5.970588235,133,1221,1199,132,113.4411765,112.5882353,0,0,0,0,0,0,5
PACIFIC DIVISION - AOCxp,DLY HAIR CARE NEXXUS YOUTH RENEWAL,NS.600251,DAILY HAIR CARE,1/28/2017,1403,131,1020,106,0,0,0,1,0,0,0,366,0,0,0,39,113,0,0,0,0,0,0,2,19,0.86259542,91.4351145,0,0,0,33.64122137,0,0,0,1.72519084,39,366,19,2,33.64122137,1.72519084,92,1037,1001,104,79.35877863,89.70992366,0,0,0,0,0,0,5
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX,NS.251988,DAILY HAIR CARE,1/7/2017,1148840,212946,933047,146742,10,16,19,59,76218,227425,50422,262893,11859,36584,12013,65521,173296,30590,199217,5345,31790,7135,46163,19189,119916,0.81380256,119419.0153,29772.15287,9776.210157,9650.884562,53321.15755,24894.22032,4349.774685,5806.481268,15616.05733,125977,616958,397086,62259,102520.4051,50666.5336,86969,531882,535961,84483,70775.59486,68752.4817,60456,354065,277170,43070,49199.24758,35050.47627,90
