GEO,Description,Tag,RCategory,WeekEnding,Dollars,Units,BaseDollars,BaseUnits,PACV_FeatAndDisp,PACV_FeatWODisp,PACV_DispWOFeat,PACV_Discount,Dollars_FeatAndDisp,Dollars_Feature,Dollars_Display,Dollars_TPR,Units_FeatAndDisp,Units_Feature,Units_Display,Units_TPR,Units_EQ,BaseUnits_Feature,BaseDollars_Feature,BaseUnits_Display,BaseDollars_Display,BaseUnits_FeatAndDisp,BaseDollars_FeatAndDisp,BaseUnits_TPR,BaseDollars_TPR,EQUnitConversion,BaseUnits_EQ,Units_EQ_Feature,Units_EQ_Display,Units_EQ_FeatAndDisp,Units_EQ_TPR,BaseUnits_EQ_Feature,BaseUnits_EQ_Display,BaseUnits_EQ_FeatAndDisp,BaseUnits_EQ_TPR,Units_AnyPromo,Dollars_AnyPromo,BaseDollars_AnyPromo,BaseUnits_AnyPromo,Units_EQ_AnyPromo,BaseUnits_EQ_AnyPromo,Units_NoPromo,Dollars_NoPromo,BaseDollars_NoPromo,BaseUnits_NoPromo,Units_EQ_NoPromo,BaseUnits_EQ_NoPromo,Units_FeatAndOrDisp,Dollars_FeatAndOrDisp,BaseDollars_FeatAndOrDisp,BaseUnits_FeatAndOrDisp,Units_EQ_FeatAndOrDisp,BaseUnits_EQ_FeatAndOrDisp,ACV
PACIFIC DIVISION - AOCxp,DOVE TRIAL&TRAVEL,NS.246122,DAILY HAIR CARE,1/14/2017,10237,6501,10671,6816,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0.199969236,1362.990309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501,10237,10671,6816,1300,1362.990309,0,0,0,0,0,0,31
PACIFIC DIVISION - AOCxp,DOVE TRIAL&TRAVEL,NS.246122,DAILY HAIR CARE,1/21/2017,9858,6305,9904,6361,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0.199841396,1271.191118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,9858,9904,6361,1260,1271.191118,0,0,0,0,0,0,31
PACIFIC DIVISION - AOCxp,DOVE TRIAL&TRAVEL,NS.246122,DAILY HAIR CARE,1/28/2017,10090,6472,10029,6404,0,0,0,0,0,0,0,8,0,0,0,6,1294,0,0,0,0,0,0,10,15,0.199938195,1280.404203,0,0,0,1.199629172,0,0,0,1.999381953,6,8,15,10,1.199629172,1.999381953,6466,10082,10014,6394,1292.800371,1278.404821,0,0,0,0,0,0,31
PACIFIC DIVISION - AOCxp,DOVE WMN,NS.249673,DAILY HAIR CARE,1/7/2017,594981,141144,424034,84913,1,19,13,62,2337,106677,28475,126957,564,33675,6468,32616,154162,7738,40994,3257,17938,155,903,9422,52379,1.092232047,92744.69978,36780.91417,7064.556878,616.0188743,35624.24044,8451.691577,3557.399776,169.2959672,10291.01034,73323,264446,112214,20572,80085.73036,22469.39766,67821,330535,311820,64341,74076.26964,70275.30212,40707,137489,59835,11150,44461.48993,12178.38732,93
PACIFIC DIVISION - AOCxp,DOVE WMN,NS.249673,DAILY HAIR CARE,1/14/2017,524911,116757,427540,86621,0,3,16,66,0,9788,35349,124841,0,1433,7396,34003,127980,543,3615,4400,23621,0,0,7886,39619,1.096122716,94947.24582,1570.743853,8106.923611,0,37271.46073,595.194635,4822.939952,0,8644.023742,42832,169978,66855,12829,46949.12819,14062.15833,73925,354933,360685,73792,81030.87181,80885.08749,8829,45137,27236,4943,9677.667463,5418.134587,93
PACIFIC DIVISION - AOCxp,DOVE WMN,NS.249673,DAILY HAIR CARE,1/21/2017,527335,115693,442300,90600,1,10,17,64,642,51960,28268,92108,126,12313,5395,23633,125488,3537,19420,4428,23968,66,365,8184,39129,1.084663722,98270.53322,13355.46441,5851.760781,136.667629,25633.85774,3836.455585,4802.890961,71.58780566,8876.887902,41467,172978,82882,16215,44977.75056,17587.82225,74226,354357,359418,74385,80510.24944,80682.71097,17834,80870,43753,8031,19343.89282,8710.934352,93
PACIFIC DIVISION - AOCxp,DOVE WMN,NS.249673,DAILY HAIR CARE,1/28/2017,507707,109600,440380,90604,0,7,17,64,176,9733,26057,93092,32,1882,5009,24021,118356,2070,11279,3782,20005,10,58,7768,37248,1.079890511,97842.39985,2032.353942,5409.171569,34.55649635,25940.04996,2235.373358,4084.145912,10.79890511,8388.589489,30944,129058,68590,13630,33416.13197,14718.90766,78656,378649,371790,76974,84939.86803,83123.49219,6923,35966,31342,5862,7476.082007,6330.318175,93
PACIFIC DIVISION - AOCxp,DOVE WOMEN 25.4OZ SHCD,NS.245622,DAILY HAIR CARE,1/7/2017,198134,35600,178466,32213,0,0,3,16,0,83,13801,13043,0,12,2227,2094,60282,6,41,1766,10917,0,0,581,4121,1.693314607,54546.74343,20.31977528,3771.011629,0,3545.800787,10.15988764,2990.393596,0,983.8157865,4333,26927,15079,2353,7337.132191,3984.36927,31267,171207,163387,29860,52944.86781,50562.37416,2239,13884,10958,1772,3791.331404,3000.553483,54
PACIFIC DIVISION - AOCxp,DOVE WOMEN 25.4OZ SHCD,NS.245622,DAILY HAIR CARE,1/14/2017,186720,33398,171807,30969,0,0,4,18,0,0,21018,13658,0,0,3651,2067,56555,0,0,2855,16181,0,0,555,4018,1.693364872,52441.81673,0,6182.475148,0,3500.185191,0,4834.55671,0,939.817504,5718,34676,20199,3410,9682.660339,5774.374214,27680,152044,151608,27559,46872.33966,46667.44251,3651,21018,16181,2855,6182.475148,4834.55671,54
PACIFIC DIVISION - AOCxp,DOVE WOMEN 25.4OZ SHCD,NS.245622,DAILY HAIR CARE,1/21/2017,187129,33558,179426,32247,0,1,6,19,0,892,18296,11555,0,128,3081,1852,56825,42,312,2648,15644,0,0,684,4569,1.693336909,54605.03531,216.7471244,5217.171017,0,3136.059956,71.12015019,4483.956136,0,1158.242446,5061,30743,20525,3374,8569.978098,5713.318732,28497,156386,158901,28873,48255.0219,48891.71658,3209,19188,15956,2690,5433.918142,4555.076286,57
PACIFIC DIVISION - AOCxp,DOVE WOMEN 25.4OZ SHCD,NS.245622,DAILY HAIR CARE,1/28/2017,166812,30087,152914,27655,0,0,7,19,0,0,15426,11382,0,0,2596,1891,50948,0,0,2016,11811,0,0,457,3079,1.693355934,46829.75837,0,4395.952006,0,3202.136072,0,3413.805564,0,773.863662,4487,26808,14890,2473,7598.088078,4187.669226,25600,140004,138024,25182,43349.91192,42642.08914,2596,15426,11811,2016,4395.952006,3413.805564,57
PACIFIC DIVISION - AOCxp,DOVE WOMEN 40OZ SHCD,NS.251794,DAILY HAIR CARE,1/7/2017,47960,7009,29835,4259,0,2,0,2,713,6802,0,5967,101,958,0,857,18691,512,3631,0,0,38,269,663,5037,2.666714225,11357.53588,2554.712227,0,269.3381367,2285.37409,1365.357683,0,101.3351405,1768.031531,1916,13482,8937,1213,5109.424454,3234.724354,5093,34478,20898,3046,13581.57555,8122.811528,1059,7515,3900,550,2824.050364,1466.692824,9
PACIFIC DIVISION - AOCxp,DOVE WOMEN 40OZ SHCD,NS.251794,DAILY HAIR CARE,1/14/2017,40013,5813,29549,4256,0,2,0,2,0,9555,0,1671,0,1355,0,259,15501,491,3458,0,0,0,0,137,1033,2.666609324,11349.08928,3613.255634,0,0,690.6518149,1309.305178,0,0,365.3254774,1614,11226,4491,628,4303.907449,1674.630655,4199,28787,25058,3628,11197.09255,9674.458627,1355,9555,3458,491,3613.255634,1309.305178,9
PACIFIC DIVISION - AOCxp,DOVE WOMEN 40OZ SHCD,NS.251794,DAILY HAIR CARE,1/21/2017,33737,4866,25493,3637,0,0,0,0,0,0,0,0,0,0,0,0,12976,0,0,0,0,0,0,0,0,2.666666667,9698.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866,33737,25493,3637,12976,9698.666667,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DOVE WOMEN 40OZ SHCD,NS.251794,DAILY HAIR CARE,1/28/2017,29512,4264,26605,3752,0,0,0,0,0,0,0,0,0,0,0,0,11370,0,0,0,0,0,0,0,0,2.666510319,10004.74672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,29512,26605,3752,11370,10004.74672,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DOVE WOMEN 8OZ SHCD,NS.247693,DAILY HAIR CARE,1/7/2017,39557,18073,11654,2828,0,8,0,17,307,25738,13,6713,170,14319,3,1932,10181,341,1258,0,0,6,10,472,2317,0.563326509,1593.087368,8066.272285,1.689979527,95.76550656,1088.346816,192.0943396,0,3.379959055,265.8901123,16424,32771,3585,819,9252.074586,461.364411,1649,6786,8069,2009,928.9254136,1131.722957,14492,26058,1268,347,8163.727771,195.4742987,64
PACIFIC DIVISION - AOCxp,DOVE WOMEN 8OZ SHCD,NS.247693,DAILY HAIR CARE,1/14/2017,28212,11173,14382,3816,0,0,0,30,0,0,71,19825,0,0,44,8028,6295,0,0,37,59,0,0,703,3584,0.563411796,2149.979415,0,24.79011904,0,4523.069901,0,20.84623646,0,396.0784928,8072,19896,3643,740,4547.86002,416.9247293,3101,8316,10739,3076,1747.13998,1733.054685,44,71,59,37,24.79011904,20.84623646,64
PACIFIC DIVISION - AOCxp,DOVE WOMEN 8OZ SHCD,NS.247693,DAILY HAIR CARE,1/21/2017,19944,7443,11944,3671,0,2,0,29,0,1683,119,11113,0,517,66,4007,4193,125,625,20,51,0,0,391,1751,0.563348112,2068.05092,291.2509741,37.18097541,0,2257.335886,70.41851404,11.26696225,0,220.2691119,4590,12915,2427,536,2585.767836,301.9545882,2853,7029,9517,3135,1607.232164,1766.096332,583,1802,676,145,328.4319495,81.68547629,55
PACIFIC DIVISION - AOCxp,DOVE WOMEN 8OZ SHCD,NS.247693,DAILY HAIR CARE,1/28/2017,13108,4909,9022,2798,0,0,0,26,0,0,147,7546,0,0,67,2748,2766,0,0,54,112,0,0,203,928,0.563454879,1576.546751,0,37.75147688,0,1548.374007,0,30.42656345,0,114.3813404,2815,7693,1040,257,1586.125484,144.8079039,2094,5415,7982,2541,1179.874516,1431.738847,67,147,112,54,37.75147688,30.42656345,55
PACIFIC DIVISION - AOCxp,DOVE WOMEN W&C 12OZ,NS.250879,DAILY HAIR CARE,1/7/2017,167765,44335,87227,19319,1,16,8,51,838,51021,7469,60906,186,12202,2425,17961,35469,4169,21847,323,1489,69,387,3764,17696,0.800022556,15455.63575,9761.875223,1940.054697,148.8041953,14369.20512,3335.294034,258.4072854,55.20155633,3011.284899,32774,120234,41419,8325,26219.93924,6660.187775,11561,47531,45808,10994,9249.060765,8795.447976,14813,59328,23723,4561,11850.73412,3648.902876,89
PACIFIC DIVISION - AOCxp,DOVE WOMEN W&C 12OZ,NS.250879,DAILY HAIR CARE,1/14/2017,142290,35185,92069,20376,0,0,10,54,0,0,7669,57788,0,0,2091,16105,28149,0,0,523,2608,0,0,3676,17450,0.800028421,16301.37911,0,1672.859429,0,12884.45772,0,418.4148643,0,2940.904476,18196,65457,20058,4199,14557.31715,3359.319341,16989,76833,72011,16177,13591.68285,12942.05977,2091,7669,2608,523,1672.859429,418.4148643,89
PACIFIC DIVISION - AOCxp,DOVE WOMEN W&C 12OZ,NS.250879,DAILY HAIR CARE,1/21/2017,158375,37931,106469,23384,1,8,10,48,642,40960,4110,39048,126,9667,971,10309,30346,2355,13156,687,3203,66,365,3584,16140,0.800031636,18707.93979,7733.905829,776.8307189,100.8039862,8247.52614,1884.074504,549.6217342,52.802088,2867.313385,21073,84760,32864,6692,16859.06667,5353.811711,16858,73615,73605,16692,13486.93333,13354.12807,10764,45712,16724,3108,8611.540534,2486.498326,90
PACIFIC DIVISION - AOCxp,DOVE WOMEN W&C 12OZ,NS.250879,DAILY HAIR CARE,1/28/2017,163781,38277,127806,28219,0,6,11,53,176,9554,5602,45630,32,1822,1256,12243,30621,2016,11119,879,4053,10,58,3608,16696,0.799984325,22574.75766,1457.57144,1004.780312,25.59949839,9794.208088,1612.768399,703.1862215,7.999843248,2886.343444,15353,60962,31926,6513,12282.15934,5210.297907,22924,102819,95880,21706,18338.84066,17364.45975,3110,15332,15230,2905,2487.95125,2323.954464,90
